,ID,Department,GEO,Role,Will_Relocate,Percent_Remote,last_evaluation,number_project,average_montly_hours,time_spend_company,Work_accident,left_Company,promotion_last_5years,sales,salary,Gender,LinkedIn_Hits,Emp_Identity,Emp_Role,Emp_Position,Emp_Title,gender_binary,dept_no,position_no
2196,2197,Operations,UK,Director,1,0.4,0.51,2,146,3,0,1,0,IT,medium,M,15,2,1,1,2,1,3,0
2197,2198,Sales,Colombia,Director,1,0.4,0.51,2,140,3,0,1,0,hr,medium,F,36,2,1,1,2,0,4,0
2198,2199,Finance,Turkey,Director,0,0.4,0.51,2,135,3,0,1,0,IT,low,F,28,2,1,2,2,0,0,0
2199,2200,Human Resources,China,Director,1,0.4,0.51,2,159,3,0,1,0,sales,medium,M,28,1,2,2,1,1,1,0
2200,2201,IT,France,Director,1,0.4,0.51,2,136,3,0,1,0,technical,medium,M,40,2,2,2,1,1,2,0
2201,2202,Warehouse,US,Director,0,0.4,0.51,2,150,3,0,1,0,support,low,F,4,2,1,2,2,0,5,0
2202,2203,Operations,Japan,Senior Manager,1,0.4,0.51,2,151,3,0,1,0,hr,medium,M,10,1,2,1,1,1,3,5
2203,2204,Sales,France,Senior Manager,1,0.4,0.51,2,155,3,0,1,0,technical,medium,F,38,1,2,1,2,0,4,5
2204,2205,Finance,Korea,Senior Manager,1,0.4,0.51,2,129,3,0,1,0,IT,low,M,59,2,1,2,1,1,0,5
2205,2206,Human Resources,Colombia,Senior Manager,0,0.4,0.51,2,136,3,0,1,0,hr,medium,F,57,2,2,1,1,0,1,5
2206,2207,IT,Turkey,Senior Manager,0,0.4,0.51,2,134,3,0,1,0,hr,medium,M,48,1,1,1,1,1,2,5
2207,2208,Warehouse,US,Senior Manager,0,0.4,0.51,2,145,3,0,1,0,support,low,M,13,1,1,1,1,1,5,5
2208,2209,Operations,Australia,Senior Manager,1,0.4,0.51,2,139,3,0,1,0,support,low,M,21,1,1,2,2,1,3,5
2209,2210,Sales,France,Senior Manager,0,0.4,0.51,2,141,3,0,1,0,sales,low,M,49,1,2,2,2,1,4,5
2210,2211,Finance,Japan,Senior Manager,1,0.4,0.51,2,132,3,0,1,0,technical,medium,M,63,2,2,2,1,1,0,5
2211,2212,Human Resources,France,Senior Manager,1,0.4,0.51,2,144,3,0,1,0,accounting,low,M,24,1,2,2,2,1,1,5
2212,2213,IT,Colombia,Senior Manager,1,0.4,0.51,2,130,3,0,1,0,IT,low,F,61,1,1,1,2,0,2,5
2213,2214,Warehouse,Korea,Senior Manager,0,0.4,0.51,4,225,3,0,0,0,marketing,medium,F,48,1,2,1,1,0,5,5
2214,2215,Operations,Japan,Manager,1,0.4,0.51,2,153,3,0,0,0,IT,high,M,24,1,2,2,2,1,3,3
2215,2216,Sales,Japan,Manager,0,0.4,0.51,4,185,3,1,0,0,sales,high,M,7,2,2,2,2,1,4,3
2216,2217,Finance,Japan,Manager,0,0.4,0.51,2,146,3,0,0,0,RandD,low,F,5,1,1,2,1,0,0,3
2217,2218,Human Resources,UK,Manager,1,0.4,0.51,3,274,2,1,0,0,product_mng,medium,F,53,1,1,2,2,0,1,3
2218,2219,IT,UK,Manager,1,0.4,0.51,3,136,3,0,0,0,marketing,low,M,22,1,1,1,2,1,2,3
2219,2220,Warehouse,Australia,Manager,0,0.4,0.51,4,193,3,0,0,0,accounting,high,F,14,2,1,2,2,0,5,3
2220,2221,Operations,China,Manager,0,0.4,0.51,3,208,3,0,0,0,hr,medium,M,27,1,1,2,2,1,3,3
2221,2222,Sales,France,Manager,1,0.4,0.51,5,168,4,0,0,0,product_mng,medium,F,55,1,2,1,2,0,4,3
2222,2223,Finance,Colombia,Manager,0,0.4,0.51,2,219,4,0,0,0,sales,low,F,39,1,1,1,1,0,0,3
2223,2224,Human Resources,UK,Manager,1,0.4,0.51,2,215,2,1,0,0,sales,low,F,6,1,2,1,2,0,1,3
2224,2225,IT,Australia,Manager,0,0.4,0.51,3,242,3,0,0,0,sales,medium,F,60,1,2,2,2,0,2,3
2225,2226,Warehouse,Japan,Manager,0,0.4,0.51,4,137,6,0,0,0,sales,medium,F,40,2,2,1,1,0,5,3
2226,2227,Operations,Korea,Manager,1,0.4,0.51,6,239,5,0,0,0,sales,medium,F,44,2,1,1,1,0,3,3
2227,2228,Sales,Japan,Manager,0,0.4,0.51,3,257,3,1,0,0,IT,low,M,3,1,1,2,2,1,4,3
2228,2229,Finance,Australia,Manager,1,0.4,0.51,5,134,3,0,0,0,product_mng,low,F,63,2,2,1,1,0,0,3
2229,2230,Human Resources,Turkey,Manager,1,0.4,0.51,2,268,2,0,0,0,management,high,F,46,1,2,2,2,0,1,3
2230,2231,IT,US,Manager,0,0.4,0.51,4,254,2,0,0,0,sales,medium,M,64,2,2,2,2,1,2,3
2231,2232,Warehouse,Turkey,Manager,0,0.4,0.51,5,215,7,0,0,0,management,high,F,24,1,2,1,1,0,5,3
2232,2233,Operations,Colombia,Manager,1,0.4,0.51,3,211,7,0,0,0,sales,medium,F,14,2,2,2,2,0,3,3
2233,2234,Sales,France,Manager,0,0.4,0.51,4,110,3,0,0,0,product_mng,low,F,51,2,1,1,2,0,4,3
2234,2235,Finance,France,Manager,0,0.4,0.51,4,240,2,0,0,0,marketing,low,M,1,1,1,1,2,1,0,3
2235,2236,Human Resources,Colombia,Manager,0,0.4,0.51,5,195,4,0,0,0,IT,low,M,43,1,2,1,1,1,1,3
2236,2237,IT,Australia,Level 2-4,0,0.4,0.51,2,160,3,1,1,1,sales,low,F,12,5,2,1,2,0,2,2
2237,2238,Warehouse,US,Level 2-4,0,0.4,0.51,2,145,3,0,1,0,hr,low,F,53,2,2,2,1,0,5,2
2238,2239,Operations,Japan,Level 2-4,1,0.4,0.51,2,155,3,0,1,0,sales,low,F,61,2,2,1,2,0,3,2
2239,2240,Sales,UK,Level 2-4,0,0.4,0.51,2,138,3,0,1,0,support,low,M,54,1,1,2,2,1,4,2
2240,2241,Finance,UK,Level 2-4,1,0.4,0.51,2,147,3,0,1,0,sales,low,M,34,2,1,2,1,1,0,2
2241,2242,Human Resources,Japan,Level 2-4,0,0.4,0.51,2,127,3,0,1,0,sales,medium,F,15,2,1,1,2,0,1,2
2242,2243,IT,Turkey,Level 2-4,0,0.4,0.51,2,156,3,0,1,0,technical,high,M,24,1,1,1,1,1,2,2
2243,2244,Warehouse,Colombia,Level 2-4,0,0.4,0.51,2,155,3,0,1,0,IT,low,M,58,2,1,1,1,1,5,2
2244,2245,Operations,Japan,Level 2-4,0,0.4,0.51,2,153,3,0,1,0,product_mng,low,F,3,1,1,2,2,0,3,2
2245,2246,Sales,China,Level 2-4,0,0.4,0.51,2,127,3,0,1,0,technical,medium,M,59,2,1,2,2,1,4,2
2246,2247,Finance,Australia,Level 2-4,0,0.4,0.51,2,146,3,0,1,0,IT,medium,M,41,1,2,1,2,1,0,2
2247,2248,Human Resources,Korea,Level 2-4,1,0.4,0.51,2,140,3,0,1,0,hr,medium,F,52,2,2,2,1,0,1,2
2248,2249,IT,Korea,Level 2-4,0,0.4,0.51,2,135,3,0,1,0,IT,low,F,14,2,1,1,1,0,2,2
2249,2250,Warehouse,France,Level 2-4,1,0.4,0.51,2,159,3,0,1,0,sales,medium,F,31,1,2,2,2,0,5,2
2250,2251,Operations,Japan,Level 2-4,0,0.4,0.51,2,136,3,0,1,0,technical,medium,F,41,1,1,2,2,0,3,2
2251,2252,Sales,US,Level 2-4,1,0.4,0.51,2,150,3,0,1,0,support,low,M,21,1,1,1,2,1,4,2
2252,2253,Finance,China,Level 2-4,1,0.4,0.51,2,151,3,0,1,0,hr,medium,M,52,1,1,2,1,1,0,2
2253,2254,Human Resources,France,Level 2-4,1,0.4,0.51,2,155,3,0,1,0,technical,medium,M,51,2,1,2,2,1,1,2
2254,2255,IT,Korea,Level 2-4,1,0.4,0.51,2,129,3,0,1,0,IT,low,M,14,2,1,1,2,1,2,2
2255,2256,Warehouse,China,Level 2-4,1,0.4,0.51,2,136,3,0,1,0,hr,medium,M,25,1,2,2,1,1,5,2
2256,2257,Operations,Japan,Level 2-4,1,0.4,0.51,2,134,3,0,1,0,hr,medium,M,63,2,2,1,1,1,3,2
2257,2258,Sales,China,Level 2-4,1,0.4,0.51,2,145,3,0,1,0,support,low,M,61,1,2,1,2,1,4,2
2258,2259,Finance,France,Level 2-4,0,0.4,0.51,2,139,3,0,1,0,support,low,F,42,2,2,2,1,0,0,2
2259,2260,Human Resources,US,Level 2-4,1,0.4,0.51,2,141,3,0,1,0,sales,low,F,17,2,1,1,2,0,1,2
2260,2261,IT,Colombia,Level 2-4,1,0.4,0.51,2,132,3,0,1,0,technical,medium,F,37,1,1,2,2,0,2,2
2261,2262,Warehouse,Japan,Level 2-4,0,0.4,0.51,2,159,3,0,1,0,sales,low,F,33,1,1,1,2,0,5,2
2262,2263,Operations,Japan,Level 2-4,1,0.4,0.51,2,154,3,1,1,0,sales,low,F,49,2,1,2,1,0,3,2
2263,2264,Sales,Korea,Level 2-4,1,0.4,0.51,2,130,3,0,1,0,sales,low,F,42,1,2,1,2,0,4,2
2264,2265,Finance,Colombia,Level 2-4,0,0.4,0.51,2,137,3,0,1,0,technical,low,M,12,2,1,1,2,1,0,2
2265,2266,Human Resources,France,Level 2-4,1,0.4,0.51,2,128,3,0,1,0,sales,low,F,20,1,2,2,1,0,1,2
2266,2267,IT,UK,Level 2-4,1,0.4,0.52,2,159,3,0,1,0,sales,low,F,38,1,2,2,2,0,2,2
2267,2268,Warehouse,France,Level 2-4,1,0.4,0.52,2,154,3,0,1,0,sales,medium,F,2,2,2,2,1,0,5,2
2268,2269,Operations,Turkey,Level 2-4,0,0.4,0.52,2,147,3,0,1,0,sales,medium,M,61,2,2,1,1,1,3,2
2269,2270,Sales,Colombia,Level 2-4,0,0.4,0.52,2,158,3,0,1,0,sales,medium,F,8,1,2,2,2,0,4,2
2270,2271,Finance,US,Level 2-4,0,0.4,0.52,2,160,3,0,1,0,technical,low,F,4,2,1,1,1,0,0,2
2271,2272,Human Resources,China,Level 2-4,1,0.4,0.52,2,143,3,0,1,0,marketing,low,M,49,2,1,2,2,1,1,2
2272,2273,IT,China,Level 2-4,0,0.4,0.52,2,155,3,0,1,0,marketing,low,M,62,2,1,1,2,1,2,2
2273,2274,Warehouse,China,Level 2-4,1,0.4,0.52,2,153,3,0,1,0,support,low,M,39,1,1,1,1,1,5,2
2274,2275,Operations,France,Level 2-4,1,0.4,0.52,2,147,3,0,1,0,product_mng,medium,M,19,1,2,1,2,1,3,2
2275,2276,Sales,US,Level 2-4,0,0.4,0.52,2,135,3,0,1,0,sales,low,F,22,1,2,1,2,0,4,2
2276,2277,Finance,China,Level 2-4,1,0.4,0.52,2,157,3,0,1,0,sales,low,M,63,1,2,2,1,1,0,2
2277,2278,Human Resources,Japan,Level 2-4,1,0.4,0.52,2,145,3,0,1,0,sales,medium,F,60,1,2,1,2,0,1,2
2278,2279,IT,Turkey,Level 2-4,0,0.4,0.52,2,155,3,0,1,0,technical,medium,F,31,2,1,1,1,0,2,2
2279,2280,Warehouse,France,Level 2-4,0,0.4,0.52,2,127,3,1,1,0,support,low,F,4,1,2,2,2,0,5,2
2280,2281,Operations,France,Level 2-4,0,0.4,0.52,2,136,3,0,1,0,technical,low,M,34,1,1,1,2,1,3,2
2281,2282,Sales,Korea,Level 2-4,1,0.4,0.52,2,159,3,0,1,0,sales,low,M,51,2,2,2,2,1,4,2
2282,2283,Finance,France,Level 2-4,0,0.4,0.52,2,145,3,0,1,0,sales,low,F,32,2,1,2,1,0,0,2
2283,2284,Human Resources,Colombia,Level 2-4,0,0.4,0.52,2,137,3,0,1,0,technical,medium,M,16,1,2,2,2,1,1,2
2284,2285,IT,China,Level 2-4,1,0.4,0.52,2,146,3,0,1,0,sales,medium,M,50,1,1,2,1,1,2,2
2285,2286,Warehouse,Japan,Level 2-4,1,0.4,0.52,2,147,3,0,1,0,sales,low,F,27,1,2,2,2,0,5,2
2286,2287,Operations,France,Level 2-4,0,0.4,0.52,2,128,3,0,1,0,accounting,low,M,4,2,1,1,2,1,3,2
2287,2288,Sales,UK,Level 2-4,1,0.4,0.52,2,134,3,0,1,0,technical,low,F,17,2,1,1,1,0,4,2
2288,2289,Finance,Japan,Level 2-4,0,0.4,0.52,2,150,3,0,1,0,product_mng,low,F,3,1,1,2,2,0,0,2
2289,2290,Human Resources,Japan,Level 2-4,1,0.4,0.52,2,160,3,0,1,0,sales,low,F,39,1,2,1,2,0,1,2
2290,2291,IT,China,Level 2-4,0,0.4,0.52,2,151,3,0,1,0,sales,medium,M,36,1,1,1,1,1,2,2
2291,2292,Warehouse,Japan,Level 2-4,0,0.4,0.52,2,157,3,0,1,0,technical,low,F,37,2,1,1,1,0,5,2
2292,2293,Operations,Korea,Level 2-4,0,0.4,0.52,2,139,3,0,1,0,product_mng,low,M,15,1,2,1,1,1,3,2
2293,2294,Sales,US,Level 2-4,1,0.4,0.52,2,137,3,1,1,0,sales,medium,M,15,1,1,1,1,1,4,2
2294,2295,Finance,UK,Level 2-4,0,0.4,0.52,2,142,3,0,1,0,RandD,low,M,55,2,1,2,2,1,0,2
2295,2296,Human Resources,UK,Level 2-4,1,0.4,0.52,2,156,3,0,1,0,technical,low,M,51,2,1,2,1,1,1,2
2296,2297,IT,Australia,Level 2-4,1,0.4,0.52,2,141,3,0,1,0,technical,medium,F,56,2,1,1,1,0,2,2
2297,2298,Warehouse,Turkey,Level 2-4,1,0.4,0.52,2,141,3,1,1,0,sales,medium,F,34,2,2,2,2,0,5,2
2298,2299,Operations,Japan,Level 2-4,1,0.4,0.52,2,137,3,0,1,0,marketing,low,F,5,1,2,1,1,0,3,2
2299,2300,Sales,Australia,Level 1,1,0.4,0.52,2,143,3,0,1,0,sales,medium,F,17,1,1,2,2,0,4,1
2300,2301,Finance,UK,Level 1,1,0.4,0.52,2,127,3,0,1,0,IT,medium,F,7,2,2,1,2,0,0,1
2301,2302,Human Resources,UK,Level 1,1,0.4,0.52,2,132,3,0,1,0,RandD,low,F,51,2,1,2,1,0,1,1
2302,2303,IT,France,Level 1,0,0.4,0.52,2,148,3,0,1,0,RandD,low,F,19,2,2,1,2,0,2,1
2303,2304,Warehouse,Colombia,Level 1,1,0.4,0.52,2,136,3,0,1,0,sales,medium,M,45,2,2,1,2,1,5,1
2304,2305,Operations,France,Level 1,1,0.4,0.52,2,143,3,0,1,0,sales,medium,F,11,2,1,2,2,0,3,1
2305,2306,Sales,Australia,Level 1,1,0.4,0.52,2,144,3,0,1,0,sales,medium,M,24,1,1,1,2,1,4,1
2306,2307,Finance,UK,Level 1,0,0.4,0.52,2,147,3,0,1,0,product_mng,medium,F,35,2,1,2,1,0,0,1
2307,2308,Human Resources,Colombia,Level 1,0,0.4,0.52,2,129,3,0,1,0,product_mng,low,F,36,2,1,2,2,0,1,1
2308,2309,IT,US,Level 1,1,0.4,0.52,2,132,3,0,1,0,RandD,low,M,56,1,1,1,1,1,2,1
2309,2310,Warehouse,UK,Level 1,1,0.4,0.52,2,142,3,0,1,0,sales,medium,M,33,1,1,2,1,1,5,1
2310,2311,Operations,Korea,Level 1,0,0.4,0.52,2,156,3,0,1,0,support,medium,F,36,1,2,2,2,0,3,1
2311,2312,Sales,France,Level 1,1,0.4,0.52,2,140,3,0,1,0,management,medium,F,65,2,1,1,2,0,4,1
2312,2313,Finance,Japan,Level 1,1,0.4,0.52,2,154,3,1,1,0,product_mng,medium,M,50,2,1,1,1,1,0,1
2313,2314,Human Resources,China,Level 1,1,0.4,0.52,2,131,3,0,1,0,RandD,low,F,9,2,2,2,2,0,1,1
2314,2315,IT,Colombia,Level 1,1,0.4,0.52,2,147,3,0,1,0,technical,low,M,11,2,1,2,2,1,2,1
2315,2316,Warehouse,Korea,Level 1,0,0.4,0.52,2,128,3,0,1,0,technical,medium,F,55,1,2,2,2,0,5,1
2316,2317,Operations,Australia,Level 1,1,0.4,0.52,2,143,3,0,1,0,IT,medium,F,21,2,1,2,1,0,3,1
2317,2318,Sales,Turkey,Level 1,1,0.4,0.52,2,148,3,1,1,0,marketing,low,F,25,1,2,2,2,0,4,1
2318,2319,Finance,Korea,Level 1,1,0.4,0.52,2,128,3,0,1,0,sales,medium,F,42,2,1,1,1,0,0,1
2319,2320,Human Resources,Korea,Level 1,0,0.4,0.52,2,146,3,0,1,0,technical,low,M,5,2,1,2,1,1,1,1
2320,2321,IT,Australia,Level 1,0,0.4,0.52,2,160,3,0,1,0,support,low,M,50,1,1,1,1,1,2,1
2321,2322,Warehouse,Japan,Level 1,0,0.4,0.52,2,137,3,0,1,0,RandD,medium,F,45,1,1,1,1,0,5,1
2322,2323,Operations,Korea,Level 1,0,0.4,0.52,2,141,3,0,1,0,sales,low,M,42,1,1,2,1,1,3,1
2323,2324,Sales,UK,Level 1,0,0.4,0.52,2,128,3,0,1,0,sales,medium,M,15,2,2,1,2,1,4,1
2324,2325,Finance,Korea,Level 1,0,0.4,0.52,2,136,3,0,1,0,IT,medium,M,22,2,1,1,2,1,0,1
2325,2326,Human Resources,Korea,Level 1,1,0.4,0.52,2,141,3,0,1,0,management,low,M,35,2,2,1,1,1,1,1
2326,2327,IT,Turkey,Level 1,1,0.4,0.52,2,149,3,0,1,0,marketing,low,M,30,1,2,1,1,1,2,1
2327,2328,Warehouse,Australia,Level 1,1,0.4,0.52,2,134,3,0,1,0,sales,low,F,20,1,1,2,2,0,5,1
2328,2329,Operations,Colombia,Level 1,1,0.4,0.52,2,143,3,0,1,0,accounting,medium,M,16,2,2,1,1,1,3,1
2329,2330,Sales,Korea,VP,0,0.4,0.52,2,158,3,0,1,0,support,low,F,29,2,1,1,2,0,4,6
2330,2331,Finance,US,Senior Director,0,0.4,0.52,2,161,3,0,1,0,IT,medium,F,56,2,2,1,1,0,0,4
2331,2332,Human Resources,Colombia,Senior Director,0,0.4,0.52,4,255,3,0,0,0,RandD,medium,F,13,1,2,2,2,0,1,4
2332,2333,IT,US,Senior Director,0,0.4,0.52,4,200,3,0,0,0,technical,low,M,54,2,1,2,2,1,2,4
2333,2334,Warehouse,Japan,Director,0,0.4,0.52,4,162,3,0,0,0,product_mng,low,F,47,1,1,1,1,0,5,0
2334,2335,Operations,Colombia,Director,0,0.4,0.52,3,237,3,0,0,0,support,low,F,53,2,2,2,1,0,3,0
2335,2336,Sales,China,Director,0,0.4,0.52,2,149,3,0,0,0,accounting,medium,M,36,1,1,1,2,1,4,0
2336,2337,Finance,UK,Director,0,0.4,0.52,6,175,4,0,0,0,technical,medium,F,2,2,2,1,2,0,0,0
2337,2338,Human Resources,Colombia,Director,0,0.4,0.52,3,167,2,1,0,0,IT,low,F,65,2,2,1,2,0,1,0
2338,2339,IT,Australia,Director,0,0.4,0.52,4,273,3,0,0,0,technical,medium,F,39,2,2,2,2,0,2,0
2339,2340,Warehouse,Korea,Senior Manager,0,0.4,0.52,5,149,3,0,0,0,sales,low,M,40,2,1,1,2,1,5,5
2340,2341,Operations,Australia,Senior Manager,1,0.4,0.52,4,217,6,0,0,0,sales,low,F,61,2,2,1,2,0,3,5
2341,2342,Sales,France,Senior Manager,0,0.4,0.52,2,105,3,0,0,0,technical,low,F,33,1,1,1,2,0,4,5
2342,2343,Finance,UK,Senior Manager,1,0.4,0.52,4,207,3,0,0,0,hr,low,M,33,2,2,2,2,1,0,5
2343,2344,Human Resources,France,Senior Manager,0,0.4,0.52,5,244,3,0,0,0,hr,low,F,37,1,1,2,2,0,1,5
2344,2345,IT,Japan,Senior Manager,1,0.4,0.52,4,166,2,0,0,0,technical,low,M,6,2,1,1,1,1,2,5
2345,2346,Warehouse,China,Senior Manager,0,0.4,0.52,5,147,5,1,0,0,RandD,low,M,30,2,2,2,2,1,5,5
2346,2347,Operations,UK,Senior Manager,0,0.4,0.52,2,102,6,0,0,0,technical,low,M,13,2,1,1,1,1,3,5
2347,2348,Sales,Turkey,Senior Manager,0,0.4,0.52,3,149,4,1,0,0,sales,medium,F,22,1,2,1,2,0,4,5
2348,2349,Finance,China,Senior Manager,0,0.4,0.52,4,228,5,0,0,0,sales,medium,F,12,1,1,2,1,0,0,5
2349,2350,Human Resources,Turkey,Senior Manager,1,0.4,0.52,3,243,3,0,0,0,sales,low,M,53,1,2,1,1,1,1,5
2350,2351,IT,Korea,Senior Manager,1,0.4,0.52,5,130,2,0,0,0,IT,low,F,38,1,2,2,2,0,2,5
2351,2352,Warehouse,UK,Manager,0,0.4,0.52,3,158,2,1,0,0,sales,low,F,21,2,1,1,1,0,5,3
2352,2353,Operations,Australia,Manager,0,0.4,0.52,5,185,6,0,0,0,product_mng,high,M,53,2,2,2,1,1,3,3
2353,2354,Sales,US,Manager,0,0.4,0.52,5,236,4,0,0,0,RandD,low,M,23,1,2,1,1,1,4,3
2354,2355,Finance,Colombia,Manager,1,0.4,0.52,5,188,4,0,0,0,product_mng,medium,F,51,2,2,2,1,0,0,3
2355,2356,Human Resources,Korea,Manager,1,0.4,0.52,5,264,4,0,0,0,product_mng,medium,M,10,1,2,1,1,1,1,3
2356,2357,IT,Colombia,Manager,0,0.4,0.52,3,164,3,0,0,0,support,low,F,39,2,1,1,1,0,2,3
2357,2358,Warehouse,Turkey,Manager,1,0.4,0.52,2,148,3,0,0,0,sales,high,M,55,1,1,1,2,1,5,3
2358,2359,Operations,Japan,Manager,1,0.4,0.52,5,256,4,0,0,0,product_mng,medium,M,50,1,2,1,1,1,3,3
2359,2360,Sales,UK,Manager,0,0.4,0.52,5,222,2,0,0,0,sales,low,F,10,2,1,1,2,0,4,3
2360,2361,Finance,Colombia,Manager,1,0.4,0.52,4,231,3,0,0,0,sales,low,F,40,2,2,1,1,0,0,3
2361,2362,Human Resources,UK,Manager,1,0.4,0.52,4,207,2,1,0,0,RandD,medium,F,31,2,1,2,1,0,1,3
2362,2363,IT,France,Manager,1,0.4,0.52,4,265,6,0,0,0,support,low,F,25,2,1,2,2,0,2,3
2363,2364,Warehouse,UK,Manager,1,0.4,0.52,3,132,3,0,0,0,sales,low,F,58,2,1,2,2,0,5,3
2364,2365,Operations,Australia,Manager,0,0.4,0.52,3,255,5,0,0,0,IT,medium,F,34,2,1,1,1,0,3,3
2365,2366,Sales,Japan,Manager,0,0.4,0.52,4,270,3,0,0,0,RandD,medium,M,43,1,1,2,2,1,4,3
2366,2367,Finance,Colombia,Manager,0,0.4,0.52,3,248,3,0,0,0,RandD,medium,F,58,2,1,2,1,0,0,3
2367,2368,Human Resources,UK,Manager,0,0.4,0.52,3,164,3,0,0,0,technical,high,F,17,1,1,2,1,0,1,3
2368,2369,IT,Korea,Manager,0,0.4,0.52,3,170,3,0,0,0,support,low,M,2,2,2,2,1,1,2,3
2369,2370,Warehouse,Australia,Manager,0,0.4,0.52,4,215,3,0,0,0,support,low,F,44,1,1,1,2,0,5,3
2370,2371,Operations,Colombia,Manager,0,0.4,0.52,5,200,5,0,0,0,technical,low,F,20,1,1,1,1,0,3,3
2371,2372,Sales,France,Manager,0,0.4,0.52,3,100,4,0,0,0,support,medium,M,45,1,2,1,2,1,4,3
2372,2373,Finance,Colombia,Manager,1,0.4,0.52,3,223,3,0,0,0,sales,low,M,4,1,2,1,2,1,0,3
2373,2374,Human Resources,Korea,Level 2-4,1,0.4,0.52,4,262,2,0,0,0,support,medium,M,27,2,1,1,1,1,1,2
2374,2375,IT,China,Level 2-4,0,0.4,0.52,5,203,3,0,0,0,IT,low,M,37,1,1,2,2,1,2,2
2375,2376,Warehouse,Colombia,Level 2-4,1,0.4,0.52,4,183,2,0,0,1,marketing,medium,M,10,4,5,2,2,1,5,2
2376,2377,Operations,Australia,Level 2-4,0,0.4,0.52,2,229,3,0,0,1,technical,medium,M,23,5,5,1,2,1,3,2
2377,2378,Sales,China,Level 2-4,0,0.4,0.52,3,152,4,0,0,0,technical,low,M,21,1,2,1,1,1,4,2
2378,2379,Finance,Korea,Level 2-4,1,0.4,0.52,4,158,2,0,0,0,IT,low,M,64,1,1,2,1,1,0,2
2379,2380,Human Resources,Korea,Level 2-4,1,0.4,0.52,5,155,3,0,0,0,technical,low,M,8,1,2,2,2,1,1,2
2380,2381,IT,Korea,Level 2-4,0,0.4,0.52,3,233,4,0,0,0,IT,low,M,4,1,2,1,2,1,2,2
2381,2382,Warehouse,China,Level 2-4,0,0.4,0.52,3,144,3,0,0,0,sales,medium,F,35,1,1,2,1,0,5,2
2382,2383,Operations,UK,Level 2-4,1,0.4,0.52,4,167,3,0,0,0,hr,low,M,30,2,1,1,1,1,3,2
2383,2384,Sales,Colombia,Level 2-4,0,0.4,0.52,3,148,3,0,0,0,sales,medium,M,2,1,2,2,2,1,4,2
2384,2385,Finance,US,Level 2-4,1,0.4,0.52,5,149,3,1,0,0,sales,medium,F,31,1,2,1,1,0,0,2
2385,2386,Human Resources,China,Level 2-4,1,0.4,0.52,4,216,3,0,0,0,sales,medium,F,59,1,1,2,1,0,1,2
2386,2387,IT,Japan,Level 2-4,0,0.4,0.52,4,266,3,1,0,0,IT,medium,F,55,2,1,1,2,0,2,2
2387,2388,Warehouse,Colombia,Level 2-4,1,0.4,0.52,5,109,4,0,0,0,product_mng,low,F,23,1,2,1,1,0,5,2
2388,2389,Operations,China,Level 2-4,0,0.4,0.52,3,253,2,1,0,0,sales,low,F,5,1,2,2,1,0,3,2
2389,2390,Sales,Turkey,Level 2-4,0,0.4,0.52,3,210,3,1,0,0,IT,high,F,24,2,2,2,2,0,4,2
2390,2391,Finance,France,Level 2-4,1,0.4,0.52,6,217,6,0,0,0,hr,medium,M,18,1,1,1,2,1,0,2
2391,2392,Human Resources,Japan,Level 2-4,1,0.4,0.52,3,260,3,1,0,0,sales,low,M,39,2,1,2,2,1,1,2
2392,2393,IT,UK,Level 2-4,0,0.4,0.52,4,178,3,0,0,0,sales,medium,M,29,2,1,2,1,1,2,2
2393,2394,Warehouse,UK,Level 2-4,1,0.4,0.52,4,211,4,0,0,0,hr,low,M,39,2,1,1,2,1,5,2
2394,2395,Operations,Korea,Level 2-4,1,0.4,0.52,4,207,4,0,0,0,product_mng,medium,M,14,1,2,1,1,1,3,2
2395,2396,Sales,US,Level 2-4,0,0.4,0.52,4,108,6,0,0,0,sales,low,M,36,2,1,2,1,1,4,2
2396,2397,Finance,Korea,Level 2-4,1,0.4,0.52,4,171,2,0,0,0,marketing,low,M,22,1,1,1,1,1,0,2
2397,2398,Human Resources,Japan,Level 2-4,0,0.4,0.52,4,122,2,0,0,0,sales,high,F,24,1,1,1,1,0,1,2
2398,2399,IT,Korea,Level 2-4,0,0.4,0.52,3,240,3,0,0,0,marketing,medium,F,1,2,1,2,2,0,2,2
2399,2400,Warehouse,Australia,Level 2-4,1,0.4,0.52,5,189,2,1,0,0,IT,low,F,12,2,1,1,1,0,5,2
2400,2401,Operations,UK,Level 2-4,1,0.4,0.52,5,137,3,1,0,0,technical,medium,F,65,2,1,1,2,0,3,2
2401,2402,Sales,Korea,Level 2-4,0,0.4,0.52,3,143,2,0,0,0,technical,low,M,27,2,1,2,1,1,4,2
2402,2403,Finance,Korea,Level 2-4,1,0.4,0.52,5,225,2,0,0,0,accounting,high,M,18,2,1,1,2,1,0,2
2403,2404,Human Resources,Korea,Level 2-4,0,0.4,0.52,3,280,2,0,0,0,hr,medium,F,3,1,2,2,1,0,1,2
2404,2405,IT,China,Level 2-4,1,0.4,0.52,3,190,3,0,0,0,RandD,medium,F,12,1,2,1,2,0,2,2
2405,2406,Warehouse,Korea,Level 2-4,0,0.4,0.52,4,243,5,0,0,0,product_mng,medium,M,1,1,2,2,1,1,5,2
2406,2407,Operations,Australia,Level 2-4,0,0.4,0.52,4,259,2,0,0,0,sales,low,M,13,1,2,2,2,1,3,2
